ctin,idt,val,pos,rchrg,etin,inv_typ,num,rt,txval,iamt,camt,samt,csamt,inum
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000017
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000018
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000019
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000020
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000021
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000022
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000023
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000024
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000025
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000026
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000027
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000028
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000029
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000030
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000031
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000032
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000033
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000034
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000035
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000036
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000037
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000038
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000039
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000040
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000041
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000042
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000043
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000044
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000045
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000046
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000047
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000048
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000049
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000050
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000051
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000052
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000053
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000054
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000055
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000056
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000057
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000058
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000059
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000060
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000061
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000062
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000063
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000064
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000065
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000066
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000067
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000068
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000069
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000070
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000071
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000072
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000073
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000074
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000075
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000076
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000077
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000078
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000079
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000080
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000081
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000082
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000083
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000084
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000085
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000086
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000087
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000088
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000089
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000090
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000091
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000092
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000093
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000094
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000095
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000096
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000097
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000098
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000099
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000100
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000101
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000102
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000103
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000104
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000105
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000106
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000107
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000108
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000109
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000110
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000111
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000112
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000113
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000114
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000115
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000116
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000117
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000118
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000119
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000120
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000121
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000122
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000123
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000124
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000125
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000126
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000127
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000128
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000129
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000130
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000131
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000132
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000133
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000134
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000135
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000136
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000137
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000138
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000139
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000140
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000141
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000142
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000143
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000144
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000145
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000146
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000147
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000148
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000149
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000150
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000151
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000152
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000153
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000154
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000155
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000156
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000157
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000158
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000159
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000160
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000161
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000162
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000163
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000164
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000165
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000166
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000167
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000168
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000169
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000170
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000171
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000172
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000173
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000174
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000175
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000176
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000177
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000178
33GSPTN0822G1ZH,01-08-2017,58734.99,33,N,22GSPTN0822G1CL,R,1,5,58000.88,2900.04,,,100.77,B2BC4PPU80000179
